E02003719 : Cambridge 001,1500
E02003720 : Cambridge 002,1250
E02003721 : Cambridge 003,8000
E02003722 : Cambridge 004,3000
E02003723 : Cambridge 005,8000
E02003724 : Cambridge 006,4500
E02003725 : Cambridge 007,29000
E02003726 : Cambridge 008,6000
E02003727 : Cambridge 009,2000
E02003728 : Cambridge 010,3500
E02003729 : Cambridge 011,3500
E02003730 : Cambridge 012,13000
E02003731 : Cambridge 013,17000
