89,98,53,5,9,0,0,6,0,0,0,10,18,0,13,8,16,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,4,2,3,5,5,7,0,0,4,1,4,0,0,1,0,6,16,67,18,152,41,68,1,3,2,8,0,0,1,0,4,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1
0,8,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,-1,0,-1
48,232,94,4,4,0,1,0,0,2,1,4,9,1,2,10,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,2,1,0,4,2,1,2,0,1,0,5,0,1,0,0,5,13,56,7,101,14,31,0,7,8,0,0,0,0,0,4,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1
47,319,64,52,23,12,2,8,0,0,9,4,30,2,10,19,35,4,0,7,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,29,0,0,1,0,0,4,0,0,3,1,0,1,0,0,2,0,3,0,2,1,3,9,3,7,10,8,7,2,0,2,1,4,1,8,0,2,11,21,72,18,179,23,95,0,11,2,3,0,0,0,0,3,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
4,47,20,1,11,0,0,0,0,0,1,2,11,0,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,6,5,1,0,1,0,1,3,0,0,1,0,3,1,7,13,7,31,4,15,0,1,0,2,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,-1
15,47,26,3,11,27,1,18,0,0,6,2,16,0,18,11,3,2,3,8,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,7,0,0,0,0,0,3,0,0,2,0,13,2,2,10,0,3,8,2,10,1,0,5,0,0,2,1,5,2,10,25,85,26,186,26,145,0,3,1,8,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1
16,30,15,1,7,7,27,8,2,0,5,0,16,1,2,14,20,1,0,9,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,1,4,0,0,11,2,6,2,0,12,0,4,10,1,1,1,3,1,8,9,19,59,9,150,26,113,0,3,1,5,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1
11,52,24,3,11,10,8,37,6,0,10,4,25,4,16,31,12,2,2,11,0,6,0,2,3,0,0,0,1,0,0,4,0,0,0,0,16,0,0,4,0,0,3,0,0,1,0,4,0,1,0,0,0,0,0,9,0,0,6,1,1,5,3,7,0,1,4,4,1,0,6,2,5,2,20,56,23,165,23,109,1,2,4,18,0,0,0,0,4,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1
56,125,47,2,32,4,3,16,11,0,19,1,54,2,29,29,20,7,0,9,1,2,2,3,2,0,0,0,0,1,2,0,1,0,0,0,20,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,5,0,5,7,3,17,10,2,11,1,1,9,1,3,0,4,0,1,3,14,60,11,122,26,73,0,7,1,5,0,0,0,4,4,-1,-1,0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1
69,236,36,16,40,9,0,5,3,18,13,4,36,2,15,13,15,1,0,9,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,1,0,0,3,1,2,0,1,0,0,0,4,0,0,2,0,7,2,3,7,7,1,9,5,9,0,2,4,2,3,0,2,1,3,5,3,68,12,106,12,40,0,0,0,2,0,0,0,0,8,-1,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,0,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
