,Estimate!!Total housing units,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!21 years and over,Estimate!!SEX AND AGE!!65 years and over,Estimate!!SEX AND AGE!!Median age (years),"Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated","Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level,Total!!Estimate!!MEANS OF TRANSPORTATION TO WORK!!Public transportation (excluding taxicab),Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),Total!!Estimate!!Median earnings (dollars),Total!!Estimate!!HOUSEHOLDS!!Households,Join_Count,Join_Count2,Join_Count3,Join_Count4,Join_Count5,Join_Count6,Join_Count7,Join_Count8,Join_Count9,Join_Count10,Join_Count11,Join_Count12,Join_Count13,Join_Count14,Join_Count15,Join_Count16,Join_Count17,Join_Count18,Join_Count19,Join_Count20,Join_Count21,Join_Count22,Join_Count23,Join_Count24,Join_Count25,Join_Count26,Join_Count27,Join_Count28,Join_Count29,Join_Count30,Join_Count31,Join_Count32,Join_Count33,Join_Count34,Join_Count35,Join_Count36
11001003400,1444,4716,1937,2779,4369,2510,205,22.3,8.3,371,14.6,313,27.1,579,30.8,659,18.8,6.6,74.5,41.2,27.5,0.0,0.0,1178,0,2,2,2,4,179,12,6,8,2,0,1,1,3,0,0,0,10,1,0,1,0,0,0,0,0,7,0,0,2,0,0,4,3,0,0
11001003500,1231,5603,2496,3107,5102,4200,304,23.0,12.2,636,18.1,442,26.2,639,19.7,481,21.0,5.0,74.0,45.4,31.6,0.0,0.0,1163,0,0,6,1,0,97,6,3,3,0,0,4,1,3,0,1,1,13,9,1,4,0,0,2,0,0,32,1,1,1,0,0,2,3,0,0
11001003600,2272,5036,2761,2275,4593,4529,208,32.2,17.7,829,10.3,410,32.1,1272,33.7,1339,10.4,15.5,74.1,45.8,28.9,0.0,0.0,2037,0,0,2,0,0,48,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,2,0,2,0
11001003700,2712,5860,2916,2944,4860,4525,313,29.9,19.1,942,15.4,611,26.5,1051,31.0,1231,17.3,13.1,69.5,45.8,28.7,0.0,0.0,2526,0,2,3,0,0,71,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,0,4,0,0,0
11001003800,2835,4969,2642,2327,4596,4596,336,33.9,31.9,1485,13.7,613,30.8,1380,41.4,1858,11.1,6.1,82.7,44.9,28.3,28.3,0.0,2648,1,0,14,0,0,89,6,2,5,0,2,12,2,14,0,0,2,26,4,2,2,2,1,1,0,1,9,4,0,8,0,0,3,3,6,0
11001003900,2908,4492,2118,2374,4285,4283,325,32.5,24.8,1068,7.6,312,34.5,1415,53.7,2202,9.8,2.7,87.4,56.1,31.1,0.0,69368.0,2629,5,0,8,0,2,58,2,4,1,0,1,0,2,1,0,0,0,5,0,0,0,0,0,2,0,0,2,2,0,2,0,0,1,0,2,0
11001004001,2377,4120,2282,1838,3763,3763,443,34.6,30.9,1169,5.6,201,37.2,1336,53.1,1908,4.4,7.2,88.4,44.0,28.5,28.5,0.0,2189,2,0,1,0,1,44,1,0,0,0,2,3,3,0,0,0,0,6,0,0,0,0,1,1,0,0,4,2,0,3,0,0,3,3,44,0
11001004002,1925,2998,1567,1431,2791,2791,210,34.7,29.1,830,6.8,176,33.2,858,55.7,1441,3.8,1.3,94.8,38.1,29.0,0.0,61827.0,1815,4,0,2,0,1,34,1,4,2,1,3,1,2,4,0,0,2,15,2,3,2,0,0,1,0,0,3,1,0,2,0,0,4,3,0,0
11001004100,1710,2759,1380,1379,2479,2463,523,42.9,42.8,1083,4.2,100,28.2,667,64.1,1517,5.7,1.4,92.9,30.4,24.4,24.4,0.0,1521,0,0,0,0,0,124,4,1,9,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,132,0,0,8,0,2,0
11001004201,2117,3625,1924,1701,3476,3476,140,31.8,22.7,788,2.6,83,31.4,984,58.7,1840,4.9,2.2,92.9,38.3,25.6,0.0,66773.0,2117,0,0,1,0,0,48,0,6,2,0,2,3,4,3,0,0,1,4,2,1,0,0,0,2,0,0,0,0,0,2,0,0,2,1,4,0
11001004202,1891,2635,1321,1314,2527,2460,170,31.8,21.6,546,6.3,146,31.8,742,60.0,1402,7.4,1.0,91.6,41.7,27.6,0.0,75964.0,1686,2,0,1,0,0,99,0,1,1,1,3,4,3,3,0,0,1,12,2,0,1,0,0,1,0,0,0,2,0,20,0,0,7,3,2,6
11001004300,2127,3720,2127,1593,3301,3273,467,34.9,26.5,891,6.3,191,34.1,1040,41.6,1268,11.8,6.9,81.3,43.5,28.1,0.0,66335.0,2020,4,0,12,0,0,53,3,5,8,0,0,3,3,5,0,0,1,18,1,2,1,0,0,1,0,1,1,2,2,2,0,0,0,3,4,0
11001004400,2733,5702,3099,2603,5320,5320,412,32.7,26.9,1434,3.6,174,35.7,1738,51.1,2492,13.5,1.3,85.3,35.5,25.2,25.2,77205.0,2691,2,2,7,3,5,82,12,3,7,1,0,29,7,9,0,0,6,49,6,8,1,1,1,1,1,1,7,6,0,16,0,0,6,4,6,0
11001004600,1407,2947,1356,1591,2406,2332,277,31.9,23.3,575,18.2,405,23.3,517,21.1,468,13.9,3.7,82.4,26.0,28.2,0.0,48784.0,1217,0,0,4,0,0,45,8,3,8,0,0,1,0,3,0,0,0,5,0,0,1,0,0,0,0,0,7,1,3,0,0,0,0,5,0,0
11001004701,2472,4478,2180,2298,3494,3313,443,30.1,17.0,606,22.3,706,12.5,397,28.4,900,23.6,25.8,50.5,37.0,31.2,0.0,0.0,2325,2,3,5,0,1,47,5,1,4,0,0,0,1,2,0,0,0,6,1,0,0,0,0,1,0,1,2,2,2,0,0,0,1,0,0,0
11001004702,1457,2558,1219,1339,2368,2334,271,32.9,25.1,610,13.4,302,28.7,645,38.3,861,15.1,8.6,76.3,28.7,23.1,0.0,78284.0,1411,0,0,3,0,0,30,5,0,4,0,4,0,2,3,0,0,0,10,0,0,0,1,0,1,0,0,4,8,1,2,1,0,5,2,2,0
11001004801,1212,2223,1029,1194,2021,1930,308,37.3,22.6,467,17.5,322,30.7,566,29.9,552,9.7,2.1,88.2,46.2,30.5,0.0,59375.0,1062,2,3,2,2,0,39,3,0,5,0,0,4,5,2,0,0,0,12,0,0,0,0,0,1,0,0,8,3,2,3,0,0,0,3,0,0
11001004802,1813,3548,1650,1898,3063,2993,277,32.5,20.3,644,12.7,353,24.1,672,24.7,688,25.7,6.6,67.7,34.5,25.2,25.2,56684.0,1724,0,0,0,0,0,58,1,3,14,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,1,6,0
11001004901,1190,2600,1204,1396,2127,2030,169,32.2,29.2,639,11.6,228,31.8,624,25.9,509,20.8,15.6,63.5,30.4,24.9,0.0,0.0,1107,1,0,7,0,0,34,7,4,10,2,0,1,1,2,0,1,0,11,2,0,0,0,2,1,0,2,12,5,1,0,0,0,2,3,2,0
11001004902,1537,2842,1515,1327,2565,2540,73,32.2,24.3,627,13.2,301,25.6,582,36.1,822,12.3,17.5,70.2,34.3,24.3,0.0,55976.0,1424,1,3,3,0,1,43,2,1,4,2,7,7,5,1,0,0,0,15,1,0,0,0,1,1,0,0,0,5,0,3,1,0,9,6,0,0
11001005001,1001,2116,1287,829,1936,1911,97,35.2,37.0,716,7.6,142,39.2,729,41.7,776,8.3,2.6,89.2,26.8,24.0,0.0,0.0,942,0,6,2,1,1,32,2,2,8,0,1,0,0,0,0,0,1,4,0,2,1,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0
11001005002,3790,6051,3548,2503,5639,5570,421,35.3,22.4,1262,12.5,663,21.7,1148,37.9,2006,13.1,13.1,73.9,24.0,23.0,23.0,71926.0,3591,0,25,4,0,0,45,0,7,7,0,3,2,1,0,0,0,1,8,0,0,0,0,0,0,0,0,2,3,0,0,0,0,7,1,4,0
11001005201,4473,6224,3487,2737,6096,6091,260,31.5,24.1,1469,9.9,561,32.1,1818,48.2,2727,7.9,0.4,91.7,30.1,24.9,0.0,71238.0,4104,8,0,7,1,1,55,0,4,13,0,12,11,5,6,0,0,1,17,3,4,1,2,1,1,0,1,2,4,0,12,0,0,16,4,0,0
11001005301,3668,4999,2457,2542,4720,4617,338,31.7,21.0,995,5.2,224,37.5,1622,55.3,2395,7.8,2.8,89.4,31.8,24.3,0.0,0.0,3419,2,0,3,1,1,84,6,4,5,0,3,4,3,5,0,0,2,15,2,1,0,0,0,2,0,1,5,2,2,28,0,0,4,2,2,0
11001005500,4885,6632,3388,3244,6425,6142,689,33.2,29.7,1908,5.4,293,28.0,1520,61.4,3335,18.2,1.8,80.0,32.7,25.7,25.7,0.0,4176,7,3,8,1,4,136,8,9,2,0,23,3,12,11,0,0,3,37,4,4,2,0,1,2,0,0,9,12,0,19,0,0,29,5,4,0
11001005600,4221,6964,3183,3781,6823,5740,1212,28.1,19.8,1360,8.1,326,29.9,1199,54.1,2170,22.1,5.9,72.0,27.9,25.2,0.0,0.0,3570,3,3,3,0,2,56,5,2,8,0,10,0,3,4,1,1,2,11,1,0,0,0,0,1,1,0,0,8,1,2,0,0,11,1,10,4
11001005800,2259,2781,1476,1305,2622,2594,331,39.9,40.5,1067,4.5,111,25.1,623,56.0,1391,16.4,1.0,82.6,29.8,21.8,0.0,0.0,1769,41,1,29,10,6,18,9,9,15,0,14,11,26,49,1,1,14,107,4,24,7,1,4,6,0,0,6,55,6,21,5,0,52,9,2,0
11001005900,1624,2882,1485,1397,2783,2749,120,28.5,15.1,420,8.1,161,41.7,834,38.4,767,13.9,2.8,83.3,34.2,23.1,0.0,0.0,1423,2,0,7,0,2,39,3,5,5,0,7,0,6,2,0,0,4,9,0,0,0,0,0,0,0,0,0,21,3,4,0,0,22,2,0,0
11001006202,54,117,60,57,97,97,0,24.8,0.0,0,25.9,14,0.0,0,74.1,40,0.0,0.0,100.0,0.0,0.0,0.0,64183.0,54,5,148,42,12,0,157,8,13,0,0,2,0,8,17,1,0,0,7,0,0,10,0,0,0,0,0,132,88,2,75,6,0,277,1,0,0
11001006400,1210,2130,826,1304,1763,1607,265,33.4,17.4,322,25.1,369,14.2,209,6.7,99,44.3,19.7,36.1,34.4,29.9,29.9,0.0,1042,0,0,2,0,0,110,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,46,0
11001006500,1491,2583,1208,1375,2307,2290,214,32.3,36.0,835,7.5,160,31.9,678,51.3,1092,8.2,1.4,90.5,45.4,22.9,0.0,71847.0,1144,3,5,2,0,1,56,11,3,10,0,6,0,4,6,0,0,3,15,1,0,1,0,2,0,0,0,6,0,0,1,0,0,5,5,6,0
11001006600,1112,1904,895,1009,1645,1645,302,39.2,43.6,731,7.5,120,33.1,527,57.3,911,2.6,2.0,95.3,41.3,25.8,0.0,0.0,904,6,4,4,1,0,49,3,1,3,0,2,0,4,1,0,0,0,10,1,1,1,0,0,1,2,0,2,4,1,2,0,0,4,3,0,0
11001006700,1928,4213,1922,2291,3655,3597,562,39.1,47.6,1753,5.1,171,31.0,1041,58.8,1975,3.9,0.9,95.2,43.8,27.8,0.0,77614.0,1861,0,1,1,0,0,28,2,1,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0
11001006801,966,2017,1062,955,1798,1733,216,35.9,28.2,510,17.0,274,26.0,419,25.8,416,10.1,4.7,85.2,44.2,29.8,0.0,0.0,887,0,0,1,0,0,24,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11001006802,1055,2342,1139,1203,1896,1870,232,36.5,40.4,775,12.1,204,22.8,384,43.5,732,10.8,3.7,85.5,48.7,29.6,0.0,0.0,983,0,0,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11001006804,4,2949,2747,202,2924,2666,46,35.0,19.7,581,17.7,419,2.5,59,0.9,21,90.8,6.1,3.1,36.4,0.0,0.0,0.0,4,0,14,5,0,0,66,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,39,0,0,0
11001006900,1251,2181,1006,1175,1918,1918,195,41.2,41.3,796,12.1,229,25.9,492,46.0,873,3.9,2.6,93.5,40.7,28.2,28.2,78100.0,1198,0,0,4,0,1,46,3,1,8,0,0,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,16,6,1,0,0,0,0,1,0,0
11001007000,1255,2794,1582,1212,2477,2176,296,31.5,35.4,902,8.1,155,32.7,629,47.7,917,5.2,3.1,91.7,23.8,21.1,0.0,61039.0,1137,0,0,3,2,0,90,4,3,12,0,0,3,5,6,0,1,4,18,2,0,0,0,1,0,0,0,2,6,0,1,0,0,0,2,0,0
11001007100,1392,3064,1435,1629,2373,2275,313,32.4,26.9,669,16.3,352,24.2,522,31.1,671,25.0,12.4,62.6,51.5,27.0,0.0,71607.0,1321,0,0,1,0,0,72,5,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
11001007200,2436,4584,2480,2104,4252,4097,303,30.7,26.9,1153,8.1,280,35.9,1249,42.6,1482,12.2,8.0,79.8,29.2,22.1,0.0,61125.0,2252,5,0,13,0,1,193,3,1,4,0,6,9,6,12,0,1,1,30,1,1,0,0,1,2,0,0,14,21,0,5,0,0,8,1,4,0
11001007301,1273,4002,2249,1753,2621,2317,24,23.0,66.7,1779,38.9,685,23.7,417,30.8,543,2.7,9.2,88.1,2.5,15.0,15.0,34375.0,1037,2,10,0,0,2,780,2,4,6,0,0,0,3,3,2,0,0,2,1,0,0,0,0,4,0,1,52,2,4,2,0,0,3,0,0,0
11001007304,1430,3514,1223,2291,2629,2439,397,34.3,19.6,532,29.0,630,7.7,167,5.2,112,40.6,9.3,50.1,53.0,33.1,0.0,0.0,1239,1,0,3,0,2,120,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
11001007401,1085,2453,1035,1418,1574,1422,148,27.4,2.9,50,16.7,219,3.7,49,3.8,50,60.8,18.6,20.7,62.5,42.8,0.0,17351.0,952,0,0,1,0,1,110,8,2,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,8,18,1,0,0,0,2,2,0,0
11001007403,1183,3500,1627,1873,2229,2043,131,25.5,9.4,241,29.6,539,4.8,87,3.2,59,31.7,21.7,46.7,53.1,38.7,0.0,0.0,1104,1,0,0,0,0,56,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11001007404,1444,3795,1425,2370,2257,2072,165,22.9,21.4,531,18.9,343,12.1,220,3.4,62,40.4,18.6,41.0,54.6,38.3,0.0,32572.0,1215,0,0,0,0,0,58,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,3,0,0,0,0,0,0,0
11001007406,1134,3061,1366,1695,1934,1789,106,25.3,20.4,408,35.5,556,3.5,55,0.2,3,29.9,12.0,58.1,51.3,35.8,0.0,27009.0,917,0,0,0,0,0,46,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0
11001007407,1380,2734,1233,1501,1958,1813,261,32.4,14.0,287,31.3,527,10.9,184,2.6,44,25.2,18.9,55.8,31.1,28.6,0.0,0.0,1183,0,0,1,0,0,44,6,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,3,1,8,0
11001007408,1304,3548,1805,1743,2451,2264,160,29.8,12.7,338,21.9,429,2.5,50,0.0,0,52.0,10.2,37.8,43.0,36.1,0.0,0.0,1092,0,0,0,0,0,60,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11001007409,1640,3802,1496,2306,2642,2370,225,27.9,9.6,268,24.8,522,5.9,124,2.2,47,37.8,12.6,49.6,42.7,37.7,0.0,0.0,1525,0,0,2,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
11001007502,2007,5361,2088,3273,3827,3341,471,31.2,14.6,611,23.0,688,7.5,224,8.6,257,52.2,7.7,40.1,42.3,35.0,0.0,37869.0,1800,0,0,0,0,0,89,4,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
11001007503,1083,2694,1261,1433,1660,1505,202,24.8,15.8,279,24.2,324,6.5,87,7.7,103,47.1,5.9,47.0,41.9,36.3,0.0,0.0,921,2,0,5,0,6,108,2,3,12,0,0,0,1,1,0,0,0,9,2,3,0,0,0,2,0,0,0,3,2,12,0,0,11,0,0,0
11001007504,1365,2780,1202,1578,1882,1778,129,28.2,14.3,282,24.1,375,5.7,88,5.4,84,48.2,18.5,33.3,38.5,37.2,0.0,31140.0,1052,0,0,1,0,0,66,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0
11001007601,2362,4182,1926,2256,3369,3224,677,43.3,17.8,621,33.4,1017,7.7,235,7.8,237,24.0,12.2,63.8,38.8,32.9,0.0,0.0,1925,1,0,4,0,0,85,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,1,2,0,0
11001007603,2428,3950,1960,1990,3383,3357,803,46.6,21.8,763,24.4,791,16.7,540,10.9,352,20.7,5.6,73.7,40.0,36.0,0.0,47992.0,2159,3,0,0,0,0,34,4,3,1,0,0,0,1,6,0,0,0,0,3,3,0,0,0,3,0,0,2,0,1,0,0,0,0,1,0,0
11001007604,2006,3766,1938,1828,3102,3005,484,42.1,27.9,886,35.4,992,15.1,424,11.4,319,18.0,3.1,78.9,37.0,33.2,0.0,41195.0,1722,0,0,3,0,0,95,7,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
11001007605,1870,3609,1510,2099,3003,2870,483,40.8,24.9,780,23.3,605,8.8,229,8.6,223,28.8,6.2,65.0,37.9,38.9,0.0,32739.0,1589,0,0,2,0,0,50,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11001007703,2430,5267,2081,3186,3604,3370,555,31.6,17.5,666,39.3,1206,4.1,127,1.6,48,46.7,15.9,37.4,41.5,31.4,0.0,30330.0,2183,0,0,0,0,0,134,6,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
11001007707,1828,4423,2044,2379,3179,2882,567,32.5,17.5,603,31.3,800,10.7,273,6.1,155,28.1,14.5,57.3,40.1,38.3,0.0,0.0,1500,0,0,1,0,0,44,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,1,0,0
11001007708,1328,3070,1145,1925,2315,2022,289,35.4,13.2,324,20.2,375,2.0,37,2.3,43,31.4,14.6,54.0,61.1,39.1,0.0,36378.0,1158,0,0,0,0,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001007709,1160,2165,1061,1104,1781,1629,397,40.9,20.0,382,26.0,397,7.3,112,5.1,78,28.8,12.4,58.7,47.6,36.1,0.0,0.0,1004,0,0,0,0,0,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,2,0,0,0,0,2,0,0
11001007803,1746,3473,1795,1678,2752,2598,519,41.8,18.9,548,29.1,688,11.9,282,3.3,77,21.2,8.6,70.3,35.7,32.2,0.0,0.0,1499,1,0,7,0,0,89,5,2,13,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,20,3,0,0,0,0,4,0,0
11001007804,1375,3214,1255,1959,2413,2363,651,41.3,20.6,515,23.0,497,6.2,134,3.3,72,29.0,9.0,62.0,45.7,30.4,0.0,0.0,1121,0,0,1,0,0,74,8,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0
11001007806,1084,2080,1002,1078,1533,1453,327,37.7,13.8,227,25.9,350,8.6,116,1.3,18,26.4,18.2,55.4,42.9,35.9,0.0,30897.0,921,0,0,1,0,0,80,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,0,0,0,0,0,0
11001007807,979,2314,1052,1262,1728,1621,243,35.5,24.0,435,29.0,442,8.3,126,6.6,101,21.3,15.4,63.3,43.3,35.6,0.0,0.0,884,0,0,1,0,0,70,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,0,0,0,1,0,0
11001007808,1639,4289,1968,2321,2945,2682,478,28.6,18.9,593,19.0,439,17.6,407,4.9,114,29.5,9.1,61.4,32.5,42.0,0.0,0.0,1383,0,0,1,0,0,84,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0
11001007809,1362,2805,1162,1643,2154,2002,397,35.3,18.3,417,24.5,469,7.7,148,10.0,192,24.3,9.4,66.2,38.3,35.5,0.0,32175.0,1175,0,0,0,0,0,42,2,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
11001007901,1807,3951,1802,2149,3117,2927,287,35.8,19.2,622,26.6,746,13.0,364,17.5,491,23.1,14.9,62.0,30.5,28.5,0.0,0.0,1540,0,0,2,0,0,60,5,0,8,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,3,2,0
11001007903,910,1825,838,987,1407,1335,210,35.3,26.6,398,20.6,248,22.5,270,17.9,215,26.8,4.6,68.6,38.1,35.1,0.0,0.0,797,0,0,1,0,0,24,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0
11001008001,1418,3184,1370,1814,2703,2699,230,35.2,42.1,1142,17.2,447,29.7,771,41.2,1070,6.5,1.1,92.4,27.4,30.8,0.0,70625.0,1363,0,0,1,0,0,16,5,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0
11001008002,1645,3546,1777,1769,3057,3012,287,35.8,40.2,1245,13.0,377,32.9,955,39.1,1133,7.2,3.4,89.4,31.3,27.7,27.7,70024.0,1599,0,0,2,0,0,40,6,1,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,2,0,0,2,1,0,0
11001008100,1468,3212,1630,1582,2734,2720,337,34.1,40.5,1116,9.5,246,44.8,1156,37.8,976,1.7,3.7,94.5,38.5,30.1,0.0,70793.0,1377,0,0,1,0,1,32,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
11001008200,1525,2929,1274,1655,2640,2396,199,30.1,31.5,834,7.6,162,41.8,887,49.6,1053,7.6,2.4,90.0,31.9,24.0,24.0,74422.0,1402,0,0,4,0,1,62,7,0,10,0,2,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,5,0,0,5,0,4,0
11001008301,1095,2383,1114,1269,2105,2057,140,32.7,37.1,793,5.6,101,31.7,576,56.7,1031,3.8,0.3,95.9,36.0,25.1,25.1,0.0,989,0,0,0,0,0,75,4,0,2,1,0,1,5,0,0,0,0,9,3,0,0,0,0,0,0,0,0,6,0,1,0,0,2,3,0,0
11001008302,1026,2409,1248,1161,2116,2107,279,34.3,32.4,694,8.5,165,34.6,670,47.0,909,6.5,5.2,88.2,36.8,27.3,27.3,67194.0,991,1,0,3,0,0,24,3,1,5,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,6,3,1,2,0,0,0,0,2,0
11001008402,1169,2133,766,1367,1929,1916,398,38.7,28.1,543,12.5,233,32.5,604,34.1,633,10.5,5.3,84.2,34.8,27.5,27.5,0.0,1100,0,0,4,3,1,32,3,0,9,0,0,5,0,1,0,0,1,7,2,2,0,0,0,1,0,0,2,3,1,3,0,0,0,1,0,0
11001008410,642,1355,773,582,1119,1094,132,32.7,33.7,379,18.9,188,33.9,338,32.0,319,8.5,2.1,89.4,26.5,32.3,0.0,60900.0,551,3,0,0,0,1,28,0,0,6,0,0,5,1,3,0,1,4,14,6,8,0,1,0,0,0,2,1,6,0,4,0,0,1,1,0,0
11001008701,1082,2311,1119,1192,2142,2042,222,36.2,17.0,370,14.3,269,21.6,407,26.6,501,10.7,6.6,82.7,37.0,30.4,0.0,47478.0,922,0,0,4,0,0,30,9,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1,0,0
11001008702,850,1930,808,1122,1649,1583,194,36.6,18.2,303,25.7,364,20.1,284,20.1,285,25.3,9.3,65.4,40.8,30.1,0.0,0.0,747,0,0,6,0,0,48,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,2,0,0
11001008802,2033,4598,2224,2374,3886,3728,636,37.5,16.2,659,25.1,873,18.8,656,15.4,536,25.8,9.0,65.2,28.8,30.2,0.0,0.0,1780,0,0,2,0,0,50,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0
11001008803,662,2148,1149,999,1820,1338,34,24.9,6.0,113,20.4,219,14.9,160,9.2,99,51.8,15.6,32.6,34.2,28.3,0.0,0.0,513,4,5,4,3,0,78,5,2,2,0,8,4,4,4,0,1,2,13,0,1,3,1,0,2,2,0,16,3,1,0,0,0,14,10,0,20
11001008804,1419,2442,1370,1072,2066,1936,222,37.6,15.8,339,32.3,582,11.0,199,11.7,210,30.2,5.4,64.4,50.0,35.3,0.0,0.0,1073,0,0,2,0,0,47,5,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0
