51.512344	-0.090985	610254600
51.481942	0.126251	185409900
51.547616	0.151888	153634800
51.550437	0.131144	173398800
51.572228	0.141995	158160200
51.551343	0.165792	171547800
51.534017	0.099424	162950400
51.531498	0.080927	160799400
51.5342	0.131158	165484200
51.572228	0.141995	160556000
51.540336	0.08261	177706400
51.532831	0.099395	144394400
51.546175	0.138953	137400000
51.52141	0.096781	153176100
51.522029	0.101013	151470000
51.555527	0.130325	160697600
51.536563	0.075766	169371400
51.574506	0.143712	173947700
51.624723	-0.154687	322777600
51.605694	-0.261644	259740000
51.564268	-0.194796	415432400
51.589691	-0.249103	280329900
51.602015	-0.153156	354333600
51.631068	-0.151271	360927000
51.58763	-0.164262	373380400
51.615786	-0.262034	320097400
51.598282	-0.198414	393664000
51.58306	-0.175161	493105200
51.575666	-0.198171	345572600
51.615174	-0.255032	322812500
51.586246	-0.220009	374841200
51.659247	-0.206675	405974100
51.617289	-0.221389	402286000
51.631449	-0.165447	364002200
51.633474	-0.202507	388784800
51.641778	-0.186249	319059400
51.602785	-0.191554	385443000
51.578336	-0.252671	296037000
51.611381	-0.166878	353612000
51.460893	0.165643	197757000
51.485165	0.14827	204561000
51.437118	0.094354	207931900
51.447872	0.117763	210816000
51.473336	0.127858	205998000
51.429048	0.097661	225457600
51.471635	0.171184	186862500
51.450113	0.182205	205705200
51.435811	0.148277	204906000
51.455769	0.122606	211019200
51.471627	0.10894	189268500
51.480818	0.174675	203212800
51.463641	0.0926	201758700
51.488938	0.128743	193476300
51.43121	0.075904	226801600
51.468626	0.181029	169712400
51.472272	0.163438	186469800
51.437465	0.161626	237258000
51.471087	0.110974	190199000
51.426486	0.100939	238356900
51.503559	0.119933	188209000
51.539896	-0.290454	176559000
51.564232	-0.262958	237634400
51.541303	-0.214792	271737000
51.561246	-0.230969	166682800
51.55418	-0.243959	219609600
51.579958	-0.277981	194303200
51.534933	-0.247334	219874800
51.53053	-0.22463	252652500
51.580677	-0.301482	208836500
51.546895	-0.204093	335703200
51.54701	-0.210532	289433000
51.567281	-0.271057	203306400
51.573793	-0.298865	227088400
51.533381	-0.208923	331177500
51.591869	-0.290707	207260800
51.543113	-0.25883	199950000
51.560859	-0.328099	207990500
51.547268	-0.277159	222687000
51.579738	-0.241504	191490000
51.551615	-0.29571	172305000
51.543974	-0.22953	233034200
51.401857	0.052503	381472600
51.312059	0.032802	211404200
51.383845	0.039219	336679200
51.406025	0.013156	439709700
51.340472	0.112327	342694700
51.412626	0.077487	388216800
51.40858	-0.04063	382851000
51.412205	-0.024042	470135000
51.391736	0.104593	281518300
51.391736	0.104593	274344000
51.419883	-0.078542	270053600
51.414784	-0.034058	117777000
51.366109	0.053105	364490000
51.371054	-0.001278	370520000
51.401926	-0.030156	377593600
51.435475	0.041365	182295000
51.374843	0.094214	314574000
51.408434	-0.032854	354495900
51.37632	0.092636	353827800
51.406381	0.033906	342000000
51.399212	0.004141	269223000
51.375798	-0.014861	351202100
51.548974	-0.169787	546977200
51.519205	-0.124262	338935500
51.538449	-0.154993	452828000
51.545164	-0.129838	319519200
51.555445	-0.19444	387393600
51.551706	-0.158826	544876400
51.556394	-0.148184	303638700
51.549856	-0.18176	582187600
51.547859	-0.160552	296143400
51.571188	-0.149069	377002500
51.517935	-0.109928	424152000
51.547304	-0.142005	364192400
51.537076	-0.191135	329778000
51.533334	-0.132231	253965600
51.532692	-0.141995	314760000
51.53989	-0.135574	269856000
51.543532	-0.174862	529471800
51.547358	-0.190436	426006000
51.38055	-0.072275	352156400
51.377272	-0.074541	262071000
51.396111	-0.09788	250896800
51.389331	-0.111988	264066700
51.319941	-0.141267	262695000
51.319941	-0.141267	288397200
51.353139	-0.089384	363172800
51.362683	-0.028541	384318400
51.507351	-0.127758	132022800
51.365321	-0.097223	274143600
51.32633	-0.102494	326357500
51.348184	-0.017094	140590600
51.414661	-0.114299	271463500
51.339228	-0.119711	326222400
51.334791	-0.081587	290280000
51.393247	-0.087384	288950400
51.355611	-0.064937	258250700
51.373975	-0.05293	274000600
51.400208	-0.075726	331791200
51.396747	-0.105523	279347200
51.41792	-0.08475	303705500
51.375938	-0.113658	301436000
51.349329	-0.086817	243576500
51.389349	-0.065779	291071900
51.50872	-0.26295	301615200
51.52137	-0.321872	317610800
51.516798	-0.357227	162629400
51.514928	-0.301862	372897000
51.510234	-0.288233	338363000
51.51032	-0.250568	313172700
51.499997	-0.329638	304851000
51.510264	-0.323633	251666200
51.550543	-0.338038	230874500
51.521662	-0.291533	368943600
51.519691	-0.346113	257958000
51.522017	-0.374729	168756600
51.503371	-0.317348	348439000
51.531797	-0.34622	226162500
51.548418	-0.367598	233510700
51.535067	-0.396097	210147700
51.493073	-0.368325	165285000
51.532222	-0.324477	244684000
51.501778	-0.288608	283075500
51.510264	-0.323633	137507200
51.497487	-0.390355	150896100
51.502808	-0.263491	412759200
51.50968	-0.313229	341015000
51.612343	-0.115253	245471800
51.644861	-0.072226	289850000
51.653202	-0.116439	261273600
51.647851	-0.151255	300785500
51.625081	-0.06078	224650800
51.652918	-0.041145	217783500
51.66794	-0.024218	250859200
51.631417	-0.125221	321933600
51.622316	-0.074791	212124600
51.629729	-0.166532	317606400
51.652628	-0.119968	205323000
51.625081	-0.06078	216742000
51.623469	-0.103752	276808400
51.646025	-0.045836	206981800
51.6487	-0.05241	231235200
51.62805	-0.126776	318567900
51.624596	-0.125469	285765800
51.652299	-0.080712	329950200
51.672711	-0.050112	198396900
51.609044	-0.059125	218249200
51.634102	-0.102445	323615600
51.490976	0.120832	244517100
51.48132	0.01993	403794600
51.481818	0.040177	282620800
51.429837	0.058004	251851400
51.451169	0.052639	292845600
51.451169	0.052639	242632000
51.451169	0.052639	170590900
51.487874	0.081695	269513700
51.482577	-0.007659	409273200
51.483462	0.05862	269220000
51.483462	0.05862	252795000
51.501273	0.004876	358087500
51.484807	0.087142	246806200
51.469702	0.063507	263166500
51.483462	0.05862	306429800
51.47938	0.059746	257107500
51.49354	0.065222	354734400
51.562652	-0.096331	241857000
51.566259	-0.066148	216594600
51.545284	-0.050729	227923200
51.556729	-0.086962	285294500
51.547623	-0.070113	312945000
51.541037	-0.080583	296774400
51.547124	-0.05682	236476800
51.553769	-0.062443	232409600
51.533033	-0.07069	277882200
51.535638	-0.089344	295730400
51.561609	-0.095465	167399000
51.558348	-0.055353	233295500
51.563081	-0.082569	224507000
51.573919	-0.085087	200154900
51.539901	-0.070183	261919400
51.568409	-0.058458	179155900
51.515454	-0.069953	276214400
51.534606	-0.057603	260199300
51.545185	-0.036978	202850700
51.50069	-0.217818	371322000
51.503028	-0.243179	341025300
51.495597	-0.218836	371597200
51.477343	-0.201682	160617000
51.480148	-0.19633	309222400
51.47351	-0.181771	278860500
51.493042	-0.224498	302454000
51.476953	-0.209697	366147200
51.487971	-0.203894	310911000
51.486442	-0.224855	269790000
51.473574	-0.199356	401162500
51.49528	-0.239834	312122500
51.472455	-0.1839	419034000
51.503754	-0.221045	290527800
51.491747	-0.234017	349100000
51.508915	-0.240859	225937000
51.591773	-0.108426	312975000
51.60704	-0.12421	260154000
51.596434	-0.072661	229293900
51.579747	-0.123677	409953600
51.590825	-0.154941	343756800
51.582426	-0.09966	269864000
51.571188	-0.149069	380900000
51.587045	-0.121888	294112000
51.590219	-0.139372	322280400
51.595173	-0.10157	217446400
51.605449	-0.059979	194414400
51.581113	-0.086291	233884300
51.583417	-0.072434	250447400
51.574117	-0.110329	312206400
51.587466	-0.071535	235752000
51.592578	-0.061062	217534800
